StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,stop_without_complet,Q45,Q46,Q47,Q47_1_TEXT,Q47_7_TEXT,Q49,Q49_4_TEXT,Q51,Q52,Q53,Q53_1_TEXT,Q53_5_TEXT,Q55,Q55_4_TEXT,iqtest1_1,iqtest1_2,iqtest2_1,iqtest2_2,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,iqtest1,Q26_First Click,Q26_Last Click,Q26_Page Submit,Q26_Click Count,iqtest2,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,iqtest3,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,iqtest4,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,iqtest5,Q33_First Click,Q33_Last Click,Q33_Page Submit,Q33_Click Count,iqtest6,Q58,Q59,Q60,SC0,ResponseID,PROLIFIC_PID
2022-01-10 11:26:02,2022-01-10 11:52:04,IP Address,158.222.131.224,100,1562,True,2022-01-10 11:52:05,R_3lWbwfwbe6xs7xs,,,,,40.8123016357421875,-73.96820068359375,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,i probably will not be able to maintain my lifestyle it would impact money non essential items like fees for shows services and video games.,i would have to ask my parents for the money.It would be frustrating because i have not in a while.,"(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",I would have to use savings because my car gets me to work.,It would hard emotionally and easy physically.,"(2) You can pay in 12 monthly payments, of $100 each, which would amount to a total of $1200 .,Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I wont have the cash at hand.,,,,,,,,IM_8IbFwgffk3poH0V,IM_8IbFwgffk3poH0V,IM_2gjsT7ynN5wQywd,IM_4Mb0h0CUu599JsN,13.063,13.818,14.087,2,IM_8kKKjB4nAMNj9YN,11.599,11.599,12.771,1,IM_4MHogJ0S9DGj2CN,8.006,8.006,120.106,1,,10.207,17.767,18.988,2,IM_bl2mcXsgQvoz9d3,3.688,3.976,4.808,2,IM_9nL7YBvVgXgG28d,10.625,10.625,15.596,1,IM_bQQ2CkCGY2caZQp,40000,3,Yes,2,R_3lWbwfwbe6xs7xs,5ead45a386fbbe3c8eebe510
2022-01-10 11:47:04,2022-01-10 11:52:13,IP Address,71.60.112.107,100,308,True,2022-01-10 11:52:13,R_3DAiN2GsQoQMyxH,,,,,40.4467010498046875,-79.68419647216796875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"No, we would have to make major sacrifices.  We are already on a tight budget so I am not really sure what we would cut.",I would use my emergency fund.  We have money put away from expenses such as this.,(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,I would use my emergency fund cash.,,"(1) You can pay the full amount in cash, which will cost you $399. ",,IM_bE2S9o14I9Ccz9X,,IM_7QdRZflfm3z1iYZ,,7.939,7.939,10.463,1,IM_4GEjezYiZ0fzqdL,8.12,8.12,9.337,1,IM_digXxcyqRdabhUp,7.575,8.233,8.962,2,IM_3sLYMUuo2HruxLf,23.664,24.601,25.839,2,IM_72rU8yrbGxUD6Dz,52.491,52.491,53.85,1,IM_b7nxS7tR19wb6a9,13.252,13.68,14.925,2,IM_aV3iD4mmfiuBFsN,50000,4,Yes,2,R_3DAiN2GsQoQMyxH,5dd28beafce6062a4f5221b3
2022-01-10 11:40:26,2022-01-10 11:54:12,IP Address,67.175.145.202,100,825,True,2022-01-10 11:54:13,R_1nPJglDqtyC91jy,,,,,42.2030029296875,-86.32250213623046875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"Again, going back to my first response -- I'd probably have to take on additional freelance and/or side gigs to make up that 15%. We live on an income of roughly $2,400 US, so a 15% cut would definitely be noticed, trust me. This question presumes that I'm working a regular job -- which I'm not, as I'm an IC, as I've detailed already -- but if I were, that'd be the best way to do it, probably.","1) Borrow money from friend who's recently come into a six-figure inheritance (can pay back over long time, without worrying about interest)
2) Selling second car (which has probable cash value of $1,000US) and taking on additional freelance projects to make up the remainder 
3) Take a regular day job, as I'm a freelancer (and live totally on that income), and slot in freelance/side gigs as needed, until the amount is raised

The last option would require the greatest sacrifice, as I'm a caretaker for my wife, who has overlapping medical conditions (mostly immune system-related), and needs significant care and attention at home. Also, the uncertainty of the current pandemic situation in the US makes it difficult to determine whether the kinds of jobs available would be safe enough to meet my needs. My ability to care for her would also be compromised.","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,(2) Take out a loan, which you can pay back in monthly installments. A typical such loan may require monthly payments of roughly $150 ($15) a month for 12 months, which would amount to about $1800 ($180) total. ,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","As I've said, if I were still getting PUA (Pandemic Unemployment Assistance), that could be doable. But it ended last fall, so I don't have any savings to liquidate -- a lot of money comes in the front, and goes out the back, so to speak.","I'd have to go with option 2, though I wouldn't necessarily go to a bank, or finance company, and deal with high interest -- I have typically gone to friends and relatives in the past, and worked out my own terms, without that additional weight on my neck.","(2) You can pay in 12 monthly payments, of $100 each, which would amount to a total of $1200 .,Would you have the necessary cash on hand? Would the interest be worth paying in this case?","Realistically, I'd have the cash on hand for option 2. I could have done the first one, if I were still getting PUA (Pandemic Unemployment Assistance), but all that ended in September, so that would not be doable. Thus, I'd have to deal with the interest, too.",,,,,,,,IM_bE2S9o14I9Ccz9X,,IM_6DMqrhFwht2b7lX,,18.96,18.96,22.526,1,IM_37qHVXrChxr3OdL,21.683,21.683,23.529,1,IM_3dDEK01tkdNCLul,3.201,3.201,4.862,1,IM_4M9BsM7lmtJiqnX,3.878,3.878,5.492,1,IM_bl2mcXsgQvoz9d3,16.304,16.304,17.589,1,IM_6XqkVCobhUbEh1z,9.968,9.968,11.461,1,IM_bQQ2CkCGY2caZQp,35000,2,Yes,0,R_1nPJglDqtyC91jy,5e916cb9e502b1498e8fc059
2022-01-10 11:51:52,2022-01-10 11:56:08,IP Address,72.78.180.55,100,256,True,2022-01-10 11:56:08,R_DV08IcvomhX92vv,,,,,40.061798095703125,-75.44609832763671875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"We would have to try to cut back on certain expenses, but nothing too serious","I have that money in savings ",(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,I have the money in savings,,"(1) You can pay the full amount in cash, which will cost you $999. ",,,,,,,,,IM_bE2S9o14I9Ccz9X,IM_bE2S9o14I9Ccz9X,IM_78lVaLGnJ5CM8YJ,IM_7QdRZflfm3z1iYZ,14.896,14.896,15.832,1,IM_8kKKjB4nAMNj9YN,6.778,6.778,7.6,1,IM_digXxcyqRdabhUp,25.406,25.406,26.979,1,IM_9voKE7k5pLmveuh,13.215,13.215,14.678,1,IM_72rU8yrbGxUD6Dz,21.499,21.499,23.524,1,IM_9pey1efRn9y0z8p,17.412,17.412,18.436,1,IM_784C00xIF940eOx,100000,3,Yes,4,R_DV08IcvomhX92vv,5c03df12d183df00014241c3
2022-01-10 11:43:02,2022-01-10 11:56:35,IP Address,173.76.95.64,100,813,True,2022-01-10 11:56:35,R_3GwfjfcNra5SCMh,,,,,42.1186065673828125,-70.95760345458984375,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"If my salary was cut 15%, I would first look for a way to replace that lost income (another job perhaps).  If the income could not be replaced, I would cut down on all 'leisure' spending.",I would have the cash to pay.  No sacrifices would be necessary.,"(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","Actually, I'd pay by credit card so that I could get a 'reward' from the credit card company.  I would then pay off the card in full that month.  If cash was required, I would take the money from my checking account.",See the above.  This would be an easy decision.,"(1) You can pay the full amount in cash, which will cost you $999. ,Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I would have the cash to pay.  The interest charges described here are outrageous.,,,,,,,,IM_bE2S9o14I9Ccz9X,IM_bE2S9o14I9Ccz9X,IM_6nAKdOfSbtJLV65,IM_7QdRZflfm3z1iYZ,28.124,32.674,33.669,3,IM_8kKKjB4nAMNj9YN,15.054,21.095,22.218,3,IM_digXxcyqRdabhUp,32.474,46.316,47.39,3,IM_9voKE7k5pLmveuh,38.183,71.588,72.732,3,IM_0e0Ay4WQ02M11FH,87.649,90.204,91.347,2,IM_9nL7YBvVgXgG28d,29.497,72.141,73.231,3,IM_6JZhsI9ItlJ3SQd,120000,1,Yes,4,R_3GwfjfcNra5SCMh,606f0a1dbfc32d7fe5866ff9
2022-01-10 11:45:19,2022-01-10 11:57:17,IP Address,207.225.207.174,100,717,True,2022-01-10 11:57:17,R_C3Q1XCM0KYeP9ct,,,,,40.65960693359375,-111.91950225830078125,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"My employer is me, so I'd find a way to work it out. I already don't spend much on travel or leisure so that would not change. I just would not be able to save.","I'd use savings. It could make things tight in a few months, but we'd be okay short term.","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","Use savings. ","I know things always seem to work out, so I'd suck it up and expect all would work out.","(2) You can pay in 12 monthly payments, of $100 each, which would amount to a total of $1200 .,Would you have the necessary cash on hand? Would the interest be worth paying in this case?","I'd probably rather pay the interest to keep the cash on hand. But in real life, I'd buy a used fridge if needed.",,,,,,,,IM_bE2S9o14I9Ccz9X,,IM_7QdRZflfm3z1iYZ,,28.611,28.611,29.524,1,IM_8kKKjB4nAMNj9YN,56.637,56.637,58.521,1,IM_a3s8tI79utAseAB,29.544,29.544,30.837,1,IM_8AoGXlUIEKJLJPL,23.969,23.969,26.638,1,IM_bayXaspy03kNXaB,23.777,23.777,25.557,1,IM_9nL7YBvVgXgG28d,30.55,35.806,37.883,2,IM_aV3iD4mmfiuBFsN,75000,2,Yes,2,R_C3Q1XCM0KYeP9ct,5ec2feeb47c4471339d3b2ce
2022-01-10 11:44:29,2022-01-10 12:00:33,IP Address,68.122.6.108,100,963,True,2022-01-10 12:00:34,R_1QzprHeRa2YCky4,,,,,29.6470947265625,-95.48709869384765625,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,I would be able to maintain pretty much the same lifestyle.  I would maybe cut back on eating out almost entirely and maybe cancel some of my monthly subscriptions for streaming services.,"I would probably have to ask a family member for help, which would be embarrassing.  My family has helped me out a lot already and I have not been able to pay them back yet, so asking for more help would be very hard for me.","(2) Take out a loan, which you can pay back in monthly installments. A typical such loan may require monthly payments of roughly $15 a month for 12 months, which would amount to about $180 total.,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",,"It would be a difficult decision to make.  I would probably try to ask a family member for a loan, but I would go with the loan option out of the choices here.  I do not have any savings at the moment.","(2) You can pay in 12 monthly payments, of $40 each, which would amount to a total of $480 .,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I would have to take the 12 monthly payments as I do not have any savings right now.,IM_bE2S9o14I9Ccz9X,,IM_7QdRZflfm3z1iYZ,,32.182,32.182,34.44,1,IM_8kKKjB4nAMNj9YN,32.98,32.98,35.011,1,IM_digXxcyqRdabhUp,60.384,60.384,64.585,1,IM_9voKE7k5pLmveuh,87.382,112.448,116.246,2,IM_72rU8yrbGxUD6Dz,56.802,56.802,72.56,1,IM_9nL7YBvVgXgG28d,92.968,92.968,95.096,1,IM_aV3iD4mmfiuBFsN,25000,1,Yes,5,R_1QzprHeRa2YCky4,5c61ab19776b38000156cc95
2022-01-10 11:45:13,2022-01-10 12:01:37,IP Address,74.66.214.128,100,984,True,2022-01-10 12:01:38,R_3PI7dVnXyFxijHS,,,,,40.7855072021484375,-73.8466033935546875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"For the most part yes, but something would take a hit. Less outings, take out, spurges; it would be leisure plans. ","I would ask my parents to borrow money, but I hate asking others for money and it would look poorly on my partner, since he is the main provider. Luxuries would have to be sacrificed.","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","Use up savings - money would be tight, but it would be paid.",It would be easy; it's better to sacrifice than depend on others,"(1) You can pay the full amount in cash, which will cost you $399. ,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?","Ideally, I would choose the first option to save money. I usually would be able to handle such an expense, but money has been tight at the moment. So, while I wouldn't want to pay the interest, if an emergency calls it, then so be it.",IM_8IbFwgffk3poH0V,IM_bE2S9o14I9Ccz9X,IM_4Mb0h0CUu599JsN,IM_7QdRZflfm3z1iYZ,0,0,120.113,0,,60.47,60.47,87.388,1,IM_a3s8tI79utAseAB,33.205,33.205,34.25,1,IM_8AoGXlUIEKJLJPL,58.855,58.855,59.914,1,IM_bl2mcXsgQvoz9d3,32.094,32.094,33.348,1,IM_6XqkVCobhUbEh1z,68.882,68.882,78.885,1,IM_784C00xIF940eOx,100000,5,Yes,0,R_3PI7dVnXyFxijHS,5e64393b2a0d161c7c02126c
2022-01-10 11:49:01,2022-01-10 12:02:14,IP Address,136.34.37.248,100,793,True,2022-01-10 12:02:14,R_12hcNxEjDQ2rkiI,,,,,39.1029052734375,-94.57129669189453125,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,If I was given a 15% cut in my wages I would be unable to live the lifestyle I live now without making changes to how I live. I would likely need to get rid of the few examples of frivolous spending that I have and might even have to get a slightly cheaper place to live. It would likely mean that I would cut back to the bare essentials in terms of my survival.,"If I was hit with a emergency that required at least $2000 I would not likely be able to come up with the money on short notice. I could try to sell electronics that I have but I do not think they would total up anything near that amount. It would cause long lasting financial hardship to try to get that amount. It would require me to try to find yet another job to make up for it, which is a sacrifice I would be willing to make.","(2) Take out a loan, which you can pay back in monthly installments. A typical such loan may require monthly payments of roughly $150 ($15) a month for 12 months, which would amount to about $1800 ($180) total. ,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",,I would consider that whatever ones does one needs a car to operate independently in today's world. Seeing as I would not have the money to pay for that service it stands to reason that a loan would be the only way forward. I would have to change other aspects of my life and it would be the only option so in that sense an easy decision.,"(2) You can pay in 12 monthly payments, of $100 each, which would amount to a total of $1200 .,Would you have the necessary cash on hand? Would the interest be worth paying in this case?","I would pay for the refrigerator in monthly payments and even with the interest I would do so. At the end of the day a refrigerator is a necessity unless you plan on eating dry foods only, which is a possibility.",,,,,,,,IM_8IbFwgffk3poH0V,IM_bE2S9o14I9Ccz9X,IM_78lVaLGnJ5CM8YJ,IM_7QdRZflfm3z1iYZ,2.21,24.901,25.865,4,IM_8kKKjB4nAMNj9YN,1.735,42.909,44.327,5,IM_digXxcyqRdabhUp,1.293,24.701,26.15,3,IM_8AoGXlUIEKJLJPL,1.226,32.44,33.634,4,IM_72rU8yrbGxUD6Dz,1.482,42.651,43.329,5,IM_b7nxS7tR19wb6a9,1.503,42.184,43.378,4,IM_56FHXol3GC4Wjwp,24000,1,Yes,4,R_12hcNxEjDQ2rkiI,5ed2bb7a67d51b24b2ac4037
2022-01-10 11:45:56,2022-01-10 12:02:22,IP Address,73.155.162.121,100,986,True,2022-01-10 12:02:23,R_Qcuf6Sa7IzMcpdD,,,,,29.833099365234375,-95.7498016357421875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"I might have to stop buying video games or movies, but I wouldn't change much else as I don't take vacations. ","My family has some money saved some I might ask to borro from them, and they would not expect me to pay it back anytime soon.","(3) Take a chance, forego the service, and hope that the car lasts for a while longer. Of course, this leaves open the possibility of breakdown, or even greater expenses in the long run.",,,"(1) You can pay the full amount in cash, which will cost you $999. ,Would you have the necessary cash on hand? Would the interest be worth paying in this case?","If I had the cash on hand, I would not hesitate to spend it. Thr 200 dollar interest is out of the question in my opinion.
",,,,,,,,IM_bE2S9o14I9Ccz9X,IM_bE2S9o14I9Ccz9X,IM_7QdRZflfm3z1iYZ,IM_7QdRZflfm3z1iYZ,2.667,19.36,20.827,3,IM_8kKKjB4nAMNj9YN,2.265,53.236,55.016,15,IM_digXxcyqRdabhUp,2.39,34.534,36.176,4,IM_38Vo4jWsx96pxLT,4.319,80.969,82.038,8,IM_bl2mcXsgQvoz9d3,2.021,44.75,46.001,9,IM_24fke3OzrM4BitL,2.576,79.924,120.018,9,,16000,3,Yes,2,R_Qcuf6Sa7IzMcpdD,5d71c666869c8f0019b35066
2022-01-10 11:55:23,2022-01-10 12:02:40,IP Address,75.136.44.59,100,437,True,2022-01-10 12:02:41,R_0ueqA5gT1g3r9pD,,,,,36.2239990234375,-83.317901611328125,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"It would definitely affect me financially. It would not affect me in a good way at all. ","I'd have to take it out of savings. ","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","I'd have to take it out of my savings account. ",I see no other choice.,"(1) You can pay the full amount in cash, which will cost you $999. ,Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I'd take it out of savings.,,,,,,,,IM_bE2S9o14I9Ccz9X,,IM_2gjsT7ynN5wQywd,,7.797,23.955,25.69,2,IM_0Mspdi6L7qTQCCV,4.467,30.02,32.567,9,IM_a3s8tI79utAseAB,2.631,16.431,18.571,3,IM_4M9BsM7lmtJiqnX,3.494,8.955,10.119,3,IM_4I4pucl3NMNRvKd,4.56,9.124,10.411,5,IM_eJz8YdAOP6bc5H7,4.513,6.885,8.058,2,IM_6olkW8ZGt0MUa0J,95000,2,Yes,0,R_0ueqA5gT1g3r9pD,563e5abecbd4c60005dc9153
2022-01-10 11:53:52,2022-01-10 12:02:48,IP Address,108.34.247.163,100,536,True,2022-01-10 12:02:49,R_3q8v6l6W1M3QUuC,,,,,41.8307037353515625,-71.39820098876953125,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"5% isn't detrimental so I wouldn't change anything but keep an eye on leisure spending ","I would use money from my savings account which I have created for scenarios as such. ","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",,A car is essential and taking care of it is important so I would go about it by fixing it  with my funds,"(2) You can pay in 12 monthly payments, of $40 each, which would amount to a total of $480 .,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?","option 2 because I don't need to give a huge lump sum all at once. ",IM_9o6fAlfgGJxkSzP,,IM_78lVaLGnJ5CM8YJ,,1.015,27.529,29.134,3,IM_8kKKjB4nAMNj9YN,41.274,42.104,43.714,2,IM_4MHogJ0S9DGj2CN,0.835,21.064,29.683,3,IM_38Vo4jWsx96pxLT,0.889,15.844,19.027,3,IM_bl2mcXsgQvoz9d3,1.367,45.564,58.914,4,IM_9nL7YBvVgXgG28d,0.826,26.381,30.505,3,IM_784C00xIF940eOx,25000,1,Yes,2,R_3q8v6l6W1M3QUuC,61110edb3b02a89dec7b9dd0
2022-01-10 11:49:22,2022-01-10 12:04:08,IP Address,100.34.104.137,100,885,True,2022-01-10 12:04:08,R_332LhRmxE98C6rr,,,,,40.267303466796875,-74.948699951171875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,It would impact leisure.,Draw from my emergency savings accout.,"(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",Withdraw from emergency savings,It is a no choice decision.  I need my car in good working condition to get to work.,"(1) You can pay the full amount in cash, which will cost you $399. ,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?",Pay cas.  Pull cash from savings account.,IM_bE2S9o14I9Ccz9X,,IM_7QdRZflfm3z1iYZ,,0.913,38.002,41.43,3,IM_8kKKjB4nAMNj9YN,1.595,22.171,22.978,4,IM_digXxcyqRdabhUp,8.198,86.348,87.111,11,IM_9voKE7k5pLmveuh,1.832,59.465,60.235,7,IM_72rU8yrbGxUD6Dz,1.589,35.722,36.496,6,IM_9pey1efRn9y0z8p,0.903,86.465,120.014,7,,60000,1,Yes,4,R_332LhRmxE98C6rr,605f61f6a2529d666698844b
2022-01-10 11:58:17,2022-01-10 12:05:21,IP Address,97.92.238.113,100,424,True,2022-01-10 12:05:22,R_24GcTs1kp1WR4RR,,,,,37.3175048828125,-89.5458984375,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"Maintaining my lifestyle would be relatively easy. I have savings but would likely have to cut back on large vacations yearly and moderate trips taken through the year. ","I have this amount in checking. I would not need to liquidate any personal property. It would be easy. ","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","I have this amount in my checking account. ","I have the cash on hand. A very easy choice. ","(1) You can pay the full amount in cash, which will cost you $399. ,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?","I have the cash on hand and it would not significantly effect my savings. ",IM_8IbFwgffk3poH0V,IM_8IbFwgffk3poH0V,IM_4Mb0h0CUu599JsN,IM_78lVaLGnJ5CM8YJ,1.625,15.245,16.054,11,IM_4OcNlbsE4pDoJ6t,8.014,12.15,12.823,12,IM_4MHogJ0S9DGj2CN,3.382,9.014,9.622,8,IM_8AoGXlUIEKJLJPL,4.391,8.639,9.141,9,IM_0e0Ay4WQ02M11FH,5.053,12.872,13.628,4,IM_24fke3OzrM4BitL,2.153,14.388,14.858,8,IM_56FHXol3GC4Wjwp,39000,1,Yes,1,R_24GcTs1kp1WR4RR,61502f4029bebb130459f0ff
2022-01-10 11:48:10,2022-01-10 12:05:29,IP Address,47.40.48.236,100,1039,True,2022-01-10 12:05:30,R_31np2LJYyvWiPaG,,,,,38.697601318359375,-90.3603973388671875,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"A 5% decrease in my income would have a serious impact on me and I would have to make a few small changes, probably ceasing to eat out as often as I do now.",I would be able to take it from my savings account but that would drop my balance below $500 meaning that I would have to pay a monthly service fee to the bank until the balance was back over $500.,"(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",I would have to take the additional cash from savings or put it on a credit card.,It would be best to fix the problem now so it doesn't become more costly in the future.,"(2) You can pay in 12 monthly payments, of $40 each, which would amount to a total of $480 .,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I would take the 12 month plan because it would be easier to make the $40 payments then to find the whole $399 somewhere today. The interest charge of $81 over a years time doesn't seem too high,IM_eOMl2R7tjVE2MTP,,IM_7QdRZflfm3z1iYZ,,1.059,42.283,43.501,3,IM_8kKKjB4nAMNj9YN,1.33,50.477,55.382,3,IM_digXxcyqRdabhUp,1.354,44.538,45.312,3,IM_3sLYMUuo2HruxLf,1.361,41.594,43.387,3,IM_bl2mcXsgQvoz9d3,1.339,45.637,71.193,3,IM_eJz8YdAOP6bc5H7,1.418,76.347,78.204,4,IM_784C00xIF940eOx,34000,2,Yes,2,R_31np2LJYyvWiPaG,5c0676a61a20110001ea1a24
2022-01-10 11:58:58,2022-01-10 12:06:29,IP Address,135.26.165.207,100,451,True,2022-01-10 12:06:29,R_1pYeZnhTmjuR2wn,,,,,39.458099365234375,-88.80570220947265625,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,yes,I would not have the money personally to spend. I would most likely ask a family member to borrow the money and pay them back at a later time.,"(3) Take a chance, forego the service, and hope that the car lasts for a while longer. Of course, this leaves open the possibility of breakdown, or even greater expenses in the long run.",,,"(2) You can pay in 12 monthly payments, of $100 each, which would amount to a total of $1200 .,Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I wouldn't have the cash on hand. Personally the interest would be worth being able to make the payments over time.,,,,,,,,IM_bE2S9o14I9Ccz9X,,IM_78lVaLGnJ5CM8YJ,,2.365,23.644,24.16,5,IM_8kKKjB4nAMNj9YN,0.454,37.95,38.4,4,IM_digXxcyqRdabhUp,1.736,30.998,32.085,3,IM_9voKE7k5pLmveuh,2.365,16.021,17.486,4,IM_72rU8yrbGxUD6Dz,1.223,22.802,25.391,5,IM_9nL7YBvVgXgG28d,0.382,39.96,40.374,5,IM_56FHXol3GC4Wjwp,80000,3,Yes,6,R_1pYeZnhTmjuR2wn,610000ba0c218415d7451993
2022-01-10 11:59:07,2022-01-10 12:07:04,IP Address,70.114.0.140,100,476,True,2022-01-10 12:07:04,R_1gdV0HqzuFeLhEN,,,,,29.722900390625,-98.0742034912109375,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,,,,,,,,"Since I dont necessarily work on salary, I do think I could maintain with no major changes currently. ","Yes right now I would be able to come up with that money, it wouldnt be fun because I would have to sell a couple assets online but it would be easy to find it. There shouldnt be major long term consequences. ","(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?","I think you just have to take the initial hit and not risk it. Currently it wouldnt require liquidating savings. ","Just gotta weigh the risks. Dont want to risk a bigger expense later. Loans are way too risky. ","(1) You can pay the full amount in cash, which will cost you $399. ,Which financing option would you opt for? Would you have the necessary cash on hand? Would the interest be worth paying in this case?","Easily the first option, just because it saves you money in the long run. ",IM_eOMl2R7tjVE2MTP,IM_eOMl2R7tjVE2MTP,IM_7QdRZflfm3z1iYZ,IM_7QdRZflfm3z1iYZ,11.185,21.263,21.901,3,IM_8kKKjB4nAMNj9YN,8.193,8.193,10.981,1,IM_digXxcyqRdabhUp,17.733,22.526,23.755,3,IM_8AoGXlUIEKJLJPL,1.778,33.359,34.132,3,IM_0e0Ay4WQ02M11FH,19.382,20.75,22.179,3,IM_9nL7YBvVgXgG28d,20.122,28.562,30.168,3,IM_56FHXol3GC4Wjwp,60000,3,Yes,4,R_1gdV0HqzuFeLhEN,5de487f38139ac053898992e
2022-01-10 11:58:36,2022-01-10 12:07:18,IP Address,73.161.202.201,100,522,True,2022-01-10 12:07:18,R_wSjn6v6ApAEd1Yd,,,,,42.9058074951171875,-85.53510284423828125,anonymous,EN,"I consent to participating in the study.

I also consent to having my personal data treated in the way described in the information above.",,"I would need to make small cuts, most likely not going out toeat and getting something at home",would take all my savings but making small cuts in my life style would be fine,"(1) Pay the full amount in cash. Would this require liquidating savings? How would you go about it?,How would you go about making this decision? Would it be an easy or a difficult decision for you to make?",most of my savings would be gone but feel its worth it,It is a very important things as without a vehicle you cant work so must be safe,"(1) You can pay the full amount in cash, which will cost you $999. ,Would you have the necessary cash on hand? Would the interest be worth paying in this case?",I have barely enough but wouldnt want to pay extra,,,,,,,,IM_bE2S9o14I9Ccz9X,IM_bE2S9o14I9Ccz9X,IM_7QdRZflfm3z1iYZ,IM_7QdRZflfm3z1iYZ,52.259,52.259,53.396,1,IM_8kKKjB4nAMNj9YN,22.418,22.418,23.175,1,IM_digXxcyqRdabhUp,17.763,19.177,19.848,2,IM_5pPvygmV7KCrxu5,16.909,16.909,17.922,1,IM_72rU8yrbGxUD6Dz,14.357,14.357,15.479,1,IM_eJz8YdAOP6bc5H7,21.993,21.993,22.67,1,IM_784C00xIF940eOx,49000,3,Yes,3,R_wSjn6v6ApAEd1Yd,5de90ac82f942d02d848bbfe
